geneId	baseMean_ICP4	log2FoldChange_ICP4	lfcSE_ICP4	stat_ICP4	pvalue_ICP4	padj_ICP4	gene_ICP4	baseMean_n208	log2FoldChange_n208	lfcSE_n208	stat_n208	pvalue_n208	padj_n208	gene_n208	baseMean_n6	log2FoldChange_n6	lfcSE_n6	stat_n6	pvalue_n6	padj_n6	gene_n6	baseMean_RR_LL	log2FoldChange_RR_LL	lfcSE_RR_LL	stat_RR_LL	pvalue_RR_LL	padj_RR_LL	gene_RR_LL	DE_ICP4	DE_n208	DE_n6	DE_RR_LL	seqnames_2h	start_2h	end_2h	width_2h	strand_2h	V4_2h	V5_2h	V6_2h	V7_2h	V8_2h	V9_2h	V10_2h	annotation_2h	geneChr_2h	geneStart_2h	geneEnd_2h	geneLength_2h	geneStrand_2h	transcriptId_2h	distanceToTSS_2h	external_gene_name_2h	seqnames_4h	start_4h	end_4h	width_4h	strand_4h	V4_4h	V5_4h	V6_4h	V7_4h	V8_4h	V9_4h	V10_4h	annotation_4h	geneChr_4h	geneStart_4h	geneEnd_4h	geneLength_4h	geneStrand_4h	transcriptId_4h	distanceToTSS_4h	external_gene_name_4h
ENSG00000001630	537.40616806697	0.512142696015378	0.314588069352149	1.62797876305375	0.10352938891668	0.232848720666599	CYP51A1	419.35472378854	-0.0177392712080164	0.27089368914379	-0.0654842542256509	0.947788442733251	0.971845118187544	CYP51A1	660.397198988866	0.449089050742726	0.369343225756547	1.21591251558176	0.22401824989871	0.375475588541167	CYP51A1	334.568527301391	0.982820746147658	0.241970790221547	4.06173301020256	4.87097668141053e-05	0.000304905657560307	CYP51A1	FALSE	FALSE	FALSE	FALSE	7	92134650	92135017	368	*	KOS_2h_peak_14618	232	.	8.93664	27.18485	23.25215	213	Promoter (<=1kb)	7	92113412	92134803	21392	2	ENST00000450723	0	CYP51A1	7	92134329	92134380	52	*	KOS_4h_peak_1330	34	.	5.48383	7.97217	3.48058	33	Promoter (<=1kb)	7	92112153	92134477	22325	2	ENST00000003100	97	CYP51A1
ENSG00000001630	537.40616806697	0.512142696015378	0.314588069352149	1.62797876305375	0.10352938891668	0.232848720666599	CYP51A1	419.35472378854	-0.0177392712080164	0.27089368914379	-0.0654842542256509	0.947788442733251	0.971845118187544	CYP51A1	660.397198988866	0.449089050742726	0.369343225756547	1.21591251558176	0.22401824989871	0.375475588541167	CYP51A1	334.568527301391	0.982820746147658	0.241970790221547	4.06173301020256	4.87097668141053e-05	0.000304905657560307	CYP51A1	FALSE	FALSE	FALSE	FALSE	7	92134327	92134544	218	*	KOS_2h_peak_14617	62	.	3.93537	9.47403	6.24668	34	Promoter (<=1kb)	7	92084987	92134503	49517	2	ENST00000691309	0	CYP51A1	7	92134329	92134380	52	*	KOS_4h_peak_1330	34	.	5.48383	7.97217	3.48058	33	Promoter (<=1kb)	7	92112153	92134477	22325	2	ENST00000003100	97	CYP51A1
ENSG00000001630	537.40616806697	0.512142696015378	0.314588069352149	1.62797876305375	0.10352938891668	0.232848720666599	CYP51A1	419.35472378854	-0.0177392712080164	0.27089368914379	-0.0654842542256509	0.947788442733251	0.971845118187544	CYP51A1	660.397198988866	0.449089050742726	0.369343225756547	1.21591251558176	0.22401824989871	0.375475588541167	CYP51A1	334.568527301391	0.982820746147658	0.241970790221547	4.06173301020256	4.87097668141053e-05	0.000304905657560307	CYP51A1	FALSE	FALSE	FALSE	FALSE	7	92133507	92134236	730	*	KOS_2h_peak_14616	147	.	5.95427	18.39227	14.71943	335	Promoter (<=1kb)	7	92112153	92134477	22325	2	ENST00000003100	241	CYP51A1	7	92134329	92134380	52	*	KOS_4h_peak_1330	34	.	5.48383	7.97217	3.48058	33	Promoter (<=1kb)	7	92112153	92134477	22325	2	ENST00000003100	97	CYP51A1
ENSG00000002822	14.0527529155267	0.156028710426184	0.513538599861513	0.303830540621992	0.76125699791447	0.858361572201774	MAD1L1	16.2916542757652	0.523266939895826	0.698416308400567	0.749219245888104	0.453725070984455	0.623520533149116	MAD1L1	19.7800965299987	0.323674834112563	0.564253123877042	0.573634102171308	0.566215429808052	0.704338848487024	MAD1L1	11.93569108362	1.23052730721856	0.829317619249954	1.4837829061578	0.137866523406154	0.240393935834981	MAD1L1	FALSE	FALSE	FALSE	FALSE	7	2037470	2037696	227	*	KOS_2h_peak_14203	54	.	4.93416	8.62136	5.44621	115	Intron (ENST00000402746/ENSG00000002822, intron 10 of 16)	7	1957629	2080013	122385	2	ENST00000438959	42317	MAD1L1	7	2102054	2102653	600	*	KOS_4h_peak_1292	79	.	7.28338	12.96905	7.99772	297	Intron (ENST00000402746/ENSG00000002822, intron 9 of 16)	7	2014506	2107708	93203	2	ENST00000421113	5055	MAD1L1
ENSG00000002822	14.0527529155267	0.156028710426184	0.513538599861513	0.303830540621992	0.76125699791447	0.858361572201774	MAD1L1	16.2916542757652	0.523266939895826	0.698416308400567	0.749219245888104	0.453725070984455	0.623520533149116	MAD1L1	19.7800965299987	0.323674834112563	0.564253123877042	0.573634102171308	0.566215429808052	0.704338848487024	MAD1L1	11.93569108362	1.23052730721856	0.829317619249954	1.4837829061578	0.137866523406154	0.240393935834981	MAD1L1	FALSE	FALSE	FALSE	FALSE	7	2102024	2102737	714	*	KOS_2h_peak_14204	545	.	20.72722	59.26085	54.57501	221	Intron (ENST00000402746/ENSG00000002822, intron 9 of 16)	7	2014506	2107708	93203	2	ENST00000421113	4971	MAD1L1	7	2102054	2102653	600	*	KOS_4h_peak_1292	79	.	7.28338	12.96905	7.99772	297	Intron (ENST00000402746/ENSG00000002822, intron 9 of 16)	7	2014506	2107708	93203	2	ENST00000421113	5055	MAD1L1
ENSG00000002822	14.0527529155267	0.156028710426184	0.513538599861513	0.303830540621992	0.76125699791447	0.858361572201774	MAD1L1	16.2916542757652	0.523266939895826	0.698416308400567	0.749219245888104	0.453725070984455	0.623520533149116	MAD1L1	19.7800965299987	0.323674834112563	0.564253123877042	0.573634102171308	0.566215429808052	0.704338848487024	MAD1L1	11.93569108362	1.23052730721856	0.829317619249954	1.4837829061578	0.137866523406154	0.240393935834981	MAD1L1	FALSE	FALSE	FALSE	FALSE	7	1899290	1899550	261	*	KOS_2h_peak_14202	188	.	10.06701	22.64314	18.8313	104	Intron (ENST00000402746/ENSG00000002822, intron 15 of 16)	7	1815793	1872756	56964	2	ENST00000481633	-26534	MAD1L1	7	2102054	2102653	600	*	KOS_4h_peak_1292	79	.	7.28338	12.96905	7.99772	297	Intron (ENST00000402746/ENSG00000002822, intron 9 of 16)	7	2014506	2107708	93203	2	ENST00000421113	5055	MAD1L1
ENSG00000003147	4.37385032386846	4.37414303598971	1.61545336336894	2.70768759728705	0.00677537665868047	0.0334369654724359	ICA1	NA	NA	NA	NA	NA	NA	NA	3.45457460577693	3.80874666690479	1.89244513233466	2.01260612623735	0.0441560819722151	0.111957940199395	ICA1	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	FALSE	NA	7	8152504	8152895	392	*	KOS_2h_peak_14273	190	.	9.25154	22.84197	19.02206	207	Intron (ENST00000402384/ENSG00000003147, intron 8 of 13)	7	8141765	8157764	16000	2	ENST00000470696	4869	ICA1	7	8152705	8152873	169	*	KOS_4h_peak_1304	59	.	6.42651	10.78055	5.99391	72	Intron (ENST00000402384/ENSG00000003147, intron 8 of 13)	7	8141765	8157764	16000	2	ENST00000470696	4891	ICA1
ENSG00000003147	4.37385032386846	4.37414303598971	1.61545336336894	2.70768759728705	0.00677537665868047	0.0334369654724359	ICA1	NA	NA	NA	NA	NA	NA	NA	3.45457460577693	3.80874666690479	1.89244513233466	2.01260612623735	0.0441560819722151	0.111957940199395	ICA1	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	FALSE	NA	7	8152504	8152895	392	*	KOS_2h_peak_14273	190	.	9.25154	22.84197	19.02206	207	Intron (ENST00000402384/ENSG00000003147, intron 8 of 13)	7	8141765	8157764	16000	2	ENST00000470696	4869	ICA1	7	8152594	8152652	59	*	KOS_4h_peak_1303	74	.	7.79825	12.34886	7.43025	36	Intron (ENST00000402384/ENSG00000003147, intron 8 of 13)	7	8141765	8157764	16000	2	ENST00000470696	5112	ICA1
ENSG00000004975	2124.32224326736	-0.109837618524744	0.228086779574003	-0.481560653054456	0.63011808318105	0.765447923490932	DVL2	1975.87741653267	-0.490892887763728	0.242114739781025	-2.02752169573692	0.0426090879587834	0.1186671699184	DVL2	2900.57691243382	-0.0320974864063015	0.253743744973017	-0.12649567542922	0.899339572057985	0.940549438380229	DVL2	1130.62716815974	-0.255654791746023	0.192438287024737	-1.32850274079378	0.184012078736806	0.302183113173515	DVL2	FALSE	FALSE	FALSE	FALSE	17	7233811	7234867	1057	*	KOS_2h_peak_6374	588	.	16.39046	63.86823	58.85812	490	Promoter (<=1kb)	17	7225342	7234517	9176	2	ENST00000005340	0	DVL2	17	7234212	7234363	152	*	KOS_4h_peak_559	51	.	6.0395	9.79399	5.10335	66	Promoter (<=1kb)	17	7225455	7234318	8864	2	ENST00000575458	0	DVL2
ENSG00000005448	762.929031170403	-0.330492204912321	0.221032819769659	-1.49521779279987	0.134857611395547	0.278349317633663	WDR54	747.294402896148	-0.691731625401172	0.239529470690754	-2.88787690051817	0.00387851628992538	0.0188305655368829	WDR54	956.081712357557	-0.511855086103319	0.272656819015758	-1.87728694243197	0.0604787768839632	0.142021856312231	WDR54	463.655203270042	-0.176754553644291	0.229910312408206	-0.768797849008457	0.44201332601718	0.577860164810657	WDR54	FALSE	FALSE	FALSE	FALSE	2	74421377	74422146	770	*	KOS_2h_peak_9114	383	.	12.49034	42.56436	38.37276	397	Promoter (<=1kb)	2	74421678	74425474	3797	1	ENST00000461531	0	WDR54	2	74421753	74421872	120	*	KOS_4h_peak_842	70	.	7.3613	11.93345	7.04485	39	Promoter (<=1kb)	2	74421759	74425650	3892	1	ENST00000480089	0	WDR54
