"source"	"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"leadingEdge"
"hallmark"	"HALLMARK_ADIPOGENESIS"	0.0959650861291384	0.228488300307472	0.287805130535564	-0.288022538891842	-1.18915641924746	189	"CD36, UQCR11, JAGN1, TST, COX6A1, COQ3, DHRS7B, HIBCH, DNAJB9, LPCAT3, DRAM2, PPM1B, ELMOD3, STOM, UCP2, REEP5, UQCR10, CD302, LAMA4, ITGA7, RMDN3, MTARC2, C3, GRPEL1, MGLL, CHUK, ATL2, SLC66A3, UBC, MGST3, SQOR, CMPK1, IDH3A, NABP1, SDHB, DLD, CMBL, SAMM50, PGM1, CAVIN1, SLC25A10, COX8A, ELOVL6, ATP1B3, APOE, PTCD3, BCL2L13, UCK1, AGPAT3, DHRS7, PLIN2, NDUFAB1, HSPB8, MRPL15, ETFB, ESYT1, COL4A1"
"hallmark"	"HALLMARK_ALLOGRAFT_REJECTION"	0.469945355191257	0.602494045116996	0.149207542435322	-0.252788913864291	-0.990215677794761	141	"TGFB2, CRTAM, CCL2, CD7, CDKN2A, SRGN, CD74, CCL7, TIMP1, NCK1, NME1, UBE2N, TPD52, IL15, CD247, CCR1, RPS19, MMP9, RARS1, HIF1A, HDAC9, CCND3, NLRP3, RPL39, B2M"
"hallmark"	"HALLMARK_ANDROGEN_RESPONSE"	0.430749682337992	0.602494045116996	0.0637845390312975	0.324430584984071	1.02195947010159	94	"MAF, IQGAP2, KRT8, H1-0, HOMER2, GUCY1A1, ANKH, INSIG1, PTK2B, PMEPA1, NDRG1, HMGCR"
"hallmark"	"HALLMARK_ANGIOGENESIS"	0.05	0.159612028271321	0.248911114434702	0.571741804365588	1.45850731377494	30	"PDGFA, THBD, TNFRSF21, STC1, SLCO2A1, JAG1, MSX1"
"hallmark"	"HALLMARK_APICAL_JUNCTION"	0.0791962174940898	0.228488300307472	0.170932335370056	0.369753414301143	1.24903688444722	179	"CLDN14, ICAM5, VWF, ITGA10, NECTIN1, ACTN2, WNK4, CLDN7, ACTN3, NECTIN4, INSIG1, SHROOM2, CLDN6, RHOF, TMEM8B, NLGN2, CDH1, SLC30A3, MAPK13, ITGA2, AMIGO2, PIK3R3, LAMB3, IRS1, CDH4, PBX2, PKD1, JUP"
"hallmark"	"HALLMARK_APICAL_SURFACE"	0.880398671096346	1	0.0760837160951725	-0.245947593269101	-0.774387680985261	40	"AFAP1L2, SLC34A3, ATP6V0A4, ATP8B1"
"hallmark"	"HALLMARK_APOPTOSIS"	0.106459330143541	0.241953023053502	0.14641623786055	0.369190350669955	1.23176999946371	154	"BCL2L11, BMF, BTG2, ISG20, NEFH, H1-0, HGF, HMOX1, IRF1, PLAT, ANKH, CASP1, PLCB2"
"hallmark"	"HALLMARK_BILE_ACID_METABOLISM"	0.50440251572327	0.630503144654088	0.055826471778749	0.308905051074144	0.975179388711946	96	"ABCA8, ALDH8A1, PXMP2, ABCA9, PIPOX, PEX16, PECR, HSD17B6, SOAT2, ABCA6, CYP27A1, MLYCD, AQP9, CROT, ABCA3, CH25H, AKR1D1, LIPE"
"hallmark"	"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	0.597385620915033	0.711173358232182	0.0497903187820785	0.308463533083635	0.93364393147656	71	"CXCL16, JAG1, TP53INP1, HMGCR, DHCR7, CHKA, GLDC, PLAUR, PNRC1, NIBAN1, LDLR, ERRFI1, TMEM97, LSS, ANTXR2, ACAT2, ATF5, ATF3, TRIB3, TM7SF2, SREBF2, CYP51A1, TNFRSF12A, MVK, SCD, FDFT1, NFIL3, ACTG1, FADS2, FASN, SQLE"
"hallmark"	"HALLMARK_COAGULATION"	0.409147095179234	0.601686904675344	0.0649407684612899	0.317783976031907	1.02398122534518	110	"THBD, MMP11, P2RY1, VWF, PLAU, C8G, TFPI2, CTSV, PLAT, MMP1, GP1BA, PROZ, MMP14, MMP8, ITGA2, RGN, C2, FURIN, F12"
