"source"	"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"leadingEdge"
"hallmark"	"HALLMARK_ADIPOGENESIS"	0.0534370204877255	0.116109341825902	0.321775918075361	-0.373555579126513	-1.37948787378396	189	"PFKFB3, LIPE, SORBS1, REEP6, DGAT1, UCP2, SLC25A1, PTGER3, SLC1A5, COX7B, COL15A1, IDH3G, SOD1, SUCLG1, MGST3, SLC19A1, GPX3, VEGFB, TALDO1, TKT, GRPEL1, ITGA7, NDUFB7, SNCG, MDH2, LPCAT3, ACAA2, CD151, HADH, FAH, CYC1, CD302, FABP4, LTC4S, UQCRQ, COX6A1, APLP2, CS, TST, RAB34, PGM1, SLC27A1, SAMM50, UQCRC1, MRPL15, IDH1, FZD4, ECHS1, NDUFA5, DNAJC15, SLC66A3, NDUFAB1, GPX4, SDHB, CDKN2C, QDPR, ENPP2, MTCH2, AK2, RTN3, MCCC1, ACADM, SCARB1, NDUFS3, ESYT1, DDT, COX8A, UQCR10, DHCR7, PFKL, DECR1, CAT, SLC5A6, PLIN2, PRDX3, ALDH2, CHCHD10, LEP, SLC25A10"
"hallmark"	"HALLMARK_ALLOGRAFT_REJECTION"	0.493485342019544	0.601811392706761	0.0692836467392548	-0.269142313843906	-0.960452045023659	141	"IRF4, TGFB1, CFP, RPL39, CRTAM, THY1, CDKN2A, IFNAR2, PSMB10, SOCS1, TAP2, HLA-DRA, IL16, TIMP1, CAPG, HLA-A"
"hallmark"	"HALLMARK_ANDROGEN_RESPONSE"	0.540955631399317	0.643994799284902	0.0670512579829467	-0.279361046228042	-0.949046999041894	94	"MAF, ALDH1A3, MERTK, ADAMTS1, KRT19, SRF, DBI, GUCY1A1, KRT8, SAT1, SMS"
"hallmark"	"HALLMARK_ANGIOGENESIS"	0.197959183673469	0.329931972789116	0.139599673451922	0.40796489019091	1.21108751196985	30	"PDGFA, THBD, SPP1, VEGFA, COL5A2"
"hallmark"	"HALLMARK_APICAL_JUNCTION"	0.0506851238583203	0.116109341825902	0.321775918075361	-0.378227912782168	-1.38061390775895	179	"CLDN5, FSCN1, MDK, BAIAP2, JUP, ACTG2, ICAM5, ACTC1, ACTB, TUBG1, THY1, CNN2, PFN1, YWHAH, CDH6, RHOF, MYL9, MYL12B, CRB3, SPEG, ITGA10, VASP, AMH, RSU1, GNAI2, ACTN4, RAC2, SORBS3, ADRA1B, RRAS, HADH, SLIT2, TNFRSF11B, CLDN4, CDH4, ARPC2, ACTA1, NRXN2, ADAM15, ATP1A3, WNK4, TSPAN4, MVD, ZYX, CLDN11, THBS3, PECAM1"
"hallmark"	"HALLMARK_APICAL_SURFACE"	0.215264187866928	0.347200303011173	0.130105630751129	-0.401391123190444	-1.16589217394776	40	"SLC2A4, EPHB4, THY1, HSPB1, PCSK9, MDGA1, GSTM3, LYN, PLAUR, BRCA1, FLOT2, NTNG1, RHCG"
"hallmark"	"HALLMARK_APOPTOSIS"	0.687203791469194	0.701228358642035	0.0520570030732099	-0.245267073805531	-0.888611137671756	154	"CDC25B, RHOB, GCH1, CDK2, HMGB2, CD14, HSPB1, TOP2A, IFITM3, EBP, GPX1, CASP6, SOD1, PAK1, BGN, TIMP1, SAT1, GPX3, IGFBP6, CASP3, KRT18, IFNB1, BCL2L11, LMNA, DPYD"
"hallmark"	"HALLMARK_BILE_ACID_METABOLISM"	0.584327086882453	0.663849269237542	0.0632191170859458	-0.271083420836057	-0.921857571417764	96	"BMP6, LIPE, ALDH1A1, SLC29A1, IDH2, ABCA9, SOD1, APOA1, NR1I2"
"hallmark"	"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	0.252272727272727	0.382231404958678	0.129442887745046	0.328119301570214	1.12031124371285	71	"HMGCR, CPEB2, CYP51A1, TP53INP1, TRIB3, ATXN2, NIBAN1, NFIL3, SQLE"
"hallmark"	"HALLMARK_COAGULATION"	0.343537414965986	0.464239749954036	0.0908241419007155	-0.30839568314732	-1.06223023300192	110	"MMP11, ITIH1, F3, CSRP1, MMP15, MST1, TFPI2, CRIP2, TIMP1, APOA1, MMP7, SERPING1, MSRB2, F12, GNB2, MASP2, CD9, RABIF, LGMN, ACOX2, THBS1, PECAM1, WDR1, APOC1, SH2B2, PROZ, PEF1, S100A13, CLU, RAC1, ANXA1, PDGFB, F10, CTSB, S100A1"
